fips,year,total_units
06035,2023,32
06035,2024,10
06037,2000,31583
06037,2001,34948
06037,2002,32152
06037,2003,39290
06037,2004,52410
06037,2005,46879
06037,2006,48022
06037,2007,35648
06037,2008,22667
06037,2009,10208
06037,2010,13727
06037,2011,18157
06037,2012,20941
06037,2013,26850
06037,2014,34515
06037,2015,44981
06037,2016,38846
06037,2017,41488
06037,2018,43321
06037,2019,41515
06037,2020,38584
06037,2021,42950
06037,2022,48054
06037,2023,42925
06037,2024,23557
06039,2000,1286
06039,2001,1494
06039,2002,1964
06039,2003,2295
06039,2004,3226
06039,2022,1828
06039,2023,2302
06039,2024,1493
06041,2000,1074
06041,2001,786
06041,2002,837
06041,2003,1317
06041,2004,2054
06041,2005,1125
06041,2006,785
06041,2007,519
06041,2008,382
06041,2009,363
06041,2010,222
06041,2011,184
06041,2012,274
06041,2013,780
06041,2014,515
06041,2015,477
06041,2016,349
06041,2017,146
06041,2018,275
06041,2019,318
06041,2020,250
06041,2021,286
06041,2022,357
06041,2023,552
06041,2024,186
06043,2000,138
06043,2001,NA
06043,2002,382
06043,2003,274
06043,2004,338
06043,2022,84
06043,2023,345
06043,2024,127
06045,2004,732
06045,2005,603
06045,2006,563
06045,2007,466
06045,2008,290
06045,2009,229
06045,2010,297
06045,2011,214
06045,2012,144
06045,2013,222
06045,2014,217
06045,2022,185
06045,2023,117
06045,2024,5
06047,2022,993
06047,2023,635
06047,2024,671
06049,2002,17
06049,2003,34
06049,2004,28
06049,2005,48
06049,2006,44
06049,2007,36
06049,2008,15
06049,2009,28
06049,2010,25
06049,2011,24
06049,2012,10
06049,2013,5
06049,2014,8
06049,2022,12
06049,2023,18
06049,2024,9
06051,2001,NA
06051,2002,120
06051,2003,573
06051,2004,396
06051,2005,381
06051,2006,396
06051,2007,153
06051,2008,54
06051,2009,24
06051,2010,31
06051,2011,18
06051,2012,23
06051,2013,24
06051,2014,30
06051,2022,80
06051,2023,90
06051,2024,62
06053,2022,1438
06053,2023,1150
06053,2024,693
06055,2000,1011
06055,2001,1337
06055,2002,1557
06055,2003,1155
06055,2004,1362
06055,2022,1202
06055,2023,953
06055,2024,382
06057,2000,1499
06057,2001,1521
06057,2002,1664
06057,2003,1811
06057,2004,1898
06057,2022,646
06057,2023,506
06057,2024,316
06059,2000,25107
06059,2001,16229
06059,2002,22319
06059,2003,18353
06059,2004,17888
06059,2005,13630
06059,2006,15346
06059,2007,13663
06059,2008,6159
06059,2009,3443
06059,2010,6225
06059,2011,8065
06059,2012,11220
06059,2013,17854
06059,2014,17720
06059,2015,21458
06059,2016,22102
06059,2017,17164
06059,2018,14669
06059,2019,15514
06059,2020,10727
06059,2021,15417
06059,2022,10826
06059,2023,10481
06059,2024,8023
06061,2000,11865
06061,2001,9527
06061,2002,9722
06061,2003,9617
06061,2004,9538
06061,2005,10122
06061,2006,6372
06061,2007,4622
06061,2008,3403
06061,2009,2137
06061,2010,2297
06061,2011,1664
06061,2012,2606
06061,2013,2543
06061,2014,3771
06061,2015,4460
06061,2016,4870
06061,2017,6550
06061,2018,3771
06061,2019,4664
06061,2020,6203
06061,2021,8549
06061,2022,7981
06061,2023,7170
06061,2024,5301
06063,2001,6
06063,2002,480
06063,2003,451
06063,2004,527
06063,2005,674
06063,2006,432
06063,2007,308
06063,2008,126
06063,2009,72
06063,2010,70
06063,2011,84
06063,2012,46
06063,2013,54
06063,2014,64
06063,2015,62
06063,2016,94
06063,2017,86
06063,2018,82
06063,2019,78
06063,2020,84
06063,2021,108
06063,2022,102
06063,2023,120
06063,2024,52
06065,2000,29113
06065,2001,35520
06065,2002,44080
06065,2003,54109
06065,2004,64511
06065,2005,63046
06065,2006,48993
06065,2007,23256
06065,2008,11597
06065,2009,7099
06065,2010,8124
06065,2011,6441
06065,2012,7649
06065,2013,10512
06065,2014,12058
06065,2022,18353
06065,2023,20141
06065,2024,11711
06067,2000,15524
06067,2001,17604
06067,2002,22616
06067,2003,26816
06067,2004,25479
06067,2005,19463
06067,2006,13016
06067,2007,8330
06067,2008,5382
06067,2009,2024
06067,2010,2300
06067,2011,2550
06067,2012,3078
06067,2013,3782
06067,2014,3192
06067,2015,5987
06067,2016,6599
06067,2017,9491
06067,2018,8894
06067,2019,11073
06067,2020,12214
06067,2021,12032
06067,2022,10030
06067,2023,13813
06067,2024,9280
06069,2001,100
06069,2002,285
06069,2003,193
06069,2004,225
06069,2005,152
06069,2006,91
06069,2007,69
06069,2008,38
06069,2009,51
06069,2010,35
06069,2011,58
06069,2012,41
06069,2013,244
06069,2014,164
06069,2015,372
06069,2016,678
06069,2017,1142
06069,2018,689
06069,2019,1067
06069,2020,965
06069,2021,984
06069,2022,622
06069,2023,725
06069,2024,394
06071,2000,12238
06071,2001,16358
06071,2002,19428
06071,2003,22579
06071,2004,33483
06071,2005,29364
06071,2006,21332
06071,2007,14998
06071,2008,6492
06071,2009,4325
06071,2010,3542
06071,2011,2850
06071,2012,3503
06071,2013,6138
06071,2014,6525
06071,2015,6551
06071,2016,7481
06071,2017,12799
06071,2018,8301
06071,2019,11752
06071,2020,10001
06071,2021,11628
06071,2022,10046
06071,2023,12702
06071,2024,6193
06073,2000,30307
06073,2001,31375
06073,2002,26341
06073,2003,30639
06073,2004,31350
06073,2005,27826
06073,2006,18048
06073,2007,14615
06073,2008,9676
06073,2009,5724
06073,2010,6834
06073,2011,10412
06073,2012,11924
06073,2013,16589
06073,2014,13084
06073,2015,17969
06073,2016,19867
06073,2017,20776
06073,2018,18197
06073,2019,15177
06073,2020,18093
06073,2021,18993
06073,2022,18600
06073,2023,21069
06073,2024,13333
06075,2000,6256
06075,2001,NA
06075,2002,2486
06075,2003,2860
06075,2004,4102
06075,2005,5076
06075,2006,4796
06075,2007,4898
06075,2008,4604
06075,2009,600
06075,2010,1535
06075,2011,3658
06075,2012,5577
06075,2013,8948
06075,2014,5422
06075,2015,7330
06075,2016,8174
06075,2017,8508
06075,2018,10382
06075,2019,6400
06075,2020,4008
06075,2021,5038
06075,2022,4088
06075,2023,2262
06075,2024,1428
06077,2000,9856
06077,2001,8261
06077,2002,11991
06077,2003,13180
06077,2004,13452
06077,2005,10073
06077,2006,6229
06077,2007,4599
06077,2008,1629
06077,2009,1382
06077,2010,1458
06077,2011,1770
06077,2012,1949
06077,2013,2058
06077,2014,2392
06077,2022,5624
06077,2023,3992
06077,2024,4663
06079,2000,2924
06079,2001,3180
06079,2002,3811
06079,2003,3864
06079,2004,4519
06079,2022,1993
06079,2023,1506
06079,2024,1134
06081,2000,3403
06081,2001,2901
06081,2002,2589
06081,2003,2591
06081,2004,2210
06081,2005,1267
06081,2006,1526
06081,2007,1163
06081,2008,1526
06081,2009,606
06081,2010,607
06081,2011,1096
06081,2012,1539
06081,2013,1263
06081,2014,2730
06081,2015,2245
06081,2016,2676
06081,2017,2972
06081,2018,1781
06081,2019,2294
06081,2020,922
06081,2021,2783
06081,2022,4491
06081,2023,2105
06081,2024,812
06083,2004,2768
06083,2022,1265
06083,2023,984
06083,2024,1011
06085,2000,13126
06085,2001,9874
06085,2002,8459
06085,2003,12750
06085,2004,9696
06085,2005,10087
06085,2006,10062
06085,2007,8315
06085,2008,6149
06085,2009,1822
06085,2010,7857
06085,2011,4868
06085,2012,10592
06085,2013,14289
06085,2014,17899
06085,2015,11931
06085,2016,10790
06085,2017,12566
06085,2018,15060
06085,2019,10335
06085,2020,9177
06085,2021,7744
06085,2022,10700
06085,2023,11114
06085,2024,5781
06087,2000,832
06087,2001,1011
06087,2002,1122
06087,2003,1862
06087,2004,1592
06087,2022,719
06087,2023,621
06087,2024,262
06089,2000,1934
06089,2001,1996
06089,2002,2674
06089,2003,2670
06089,2004,2080
06089,2022,543
06089,2023,305
06089,2024,232
06091,2004,35
06091,2005,26
06091,2006,34
06091,2007,26
06091,2008,18
06091,2009,10
06091,2010,14
06091,2011,12
06091,2012,6
06091,2013,0
06091,2014,8
06091,2015,2
06091,2016,16
06091,2017,14
06091,2018,12
06091,2019,10
06091,2020,14
06091,2021,6
06091,2022,22
06091,2023,12
06091,2024,6
06093,2022,125
06093,2023,107
06093,2024,59
06095,2000,4218
06095,2001,4329
06095,2002,4447
06095,2003,3870
06095,2004,5231
06095,2022,1824
06095,2023,2673
06095,2024,2198
06097,2000,4244
06097,2001,3384
06097,2002,3325
06097,2003,4464
06097,2004,3049
06097,2022,4063
06097,2023,4095
06097,2024,1432
06099,2022,1300
06099,2023,1558
06099,2024,1278
06101,2022,186
06101,2023,141
06101,2024,66
06103,2022,217
06103,2023,189
06103,2024,157
06105,2000,NA
06105,2001,96
06105,2002,86
06105,2003,116
06105,2004,154
06105,2022,39
06105,2023,44
06105,2024,26
06107,2022,4418
06107,2023,2132
06107,2024,2130
06109,2022,153
06109,2023,135
06109,2024,76
06111,2000,7354
06111,2001,6252
06111,2002,4837
06111,2003,7114
06111,2004,5149
06111,2022,2112
06111,2023,1956
06111,2024,1131
06113,2000,2242
06113,2001,2570
06113,2002,2495
06113,2003,3264
06113,2004,4280
06113,2005,3397
06113,2006,2518
06113,2007,1859
06113,2008,571
06113,2009,644
06113,2010,485
06113,2011,539
06113,2012,619
06113,2013,1646
06113,2014,437
06113,2015,698
06113,2016,1131
06113,2017,1051
06113,2018,1556
06113,2019,1732
06113,2020,2108
06113,2021,1907
06113,2022,1816
06113,2023,974
06113,2024,1162
06115,2022,1246
06115,2023,973
06115,2024,1017
08001,2000,10080
08001,2001,11654
08001,2002,10576
08001,2003,9268
08001,2004,9720
08001,2005,8360
08001,2006,5278
08001,2007,3499
08001,2008,1483
08001,2009,955
08001,2010,1265
08001,2011,1072
08001,2012,1966
08001,2013,1981
08001,2014,2170
08001,2015,2981
08001,2016,3937
08001,2017,4308
08001,2018,5397
08001,2019,5319
08001,2020,7591
08001,2021,9772
08001,2022,5322
08001,2023,5517
08001,2024,2370
08003,2022,198
08003,2023,113
08003,2024,45
08005,2000,15459
08005,2001,15425
08005,2002,9516
08005,2003,6630
08005,2004,7413
08005,2005,7957
08005,2006,6981
08005,2007,7746
08005,2008,3444
08005,2009,2492
08005,2010,2574
08005,2011,1612
08005,2012,2844
08005,2013,5969
08005,2014,3977
08005,2015,5137
08005,2016,9324
08005,2017,5328
08005,2018,7053
08005,2019,6517
08005,2020,7921
08005,2021,10366
08005,2022,8550
08005,2023,10783
08005,2024,5200
08007,2022,197
08007,2023,134
08007,2024,105
08009,2022,4
08009,2023,18
08009,2024,5
08011,2022,7
08011,2023,20
08011,2024,6
08013,2000,5055
08013,2001,6312
08013,2002,3837
08013,2003,2843
08013,2004,2790
08013,2022,2873
08013,2023,2612
08013,2024,1116
08014,2004,438
08014,2005,1542
08014,2006,2080
08014,2007,2118
08014,2008,1324
08014,2009,349
08014,2010,301
08014,2011,216
08014,2012,1863
08014,2013,1764
08014,2014,1167
08014,2015,944
08014,2016,1062
08014,2017,832
08014,2018,1570
08014,2019,686
08014,2020,854
08014,2021,842
08014,2022,1083
08014,2023,2554
08014,2024,150
08015,2000,460
08015,2001,438
08015,2002,496
08015,2003,404
08015,2004,330
08015,2005,314
08015,2006,283
08015,2007,370
08015,2008,245
08015,2009,164
08015,2010,202
08015,2011,138
08015,2012,170
08015,2013,156
08015,2014,130
08015,2015,121
08015,2016,126
08015,2017,154
08015,2018,162
08015,2019,194
08015,2020,197
08015,2021,413
08015,2022,554
08015,2023,570
08015,2024,490
08017,2022,11
08017,2023,10
08017,2024,3
08019,2004,80
08019,2005,79
08019,2006,34
08019,2007,41
08019,2008,26
08019,2009,15
08019,2010,27
08019,2011,23
08019,2012,12
08019,2013,22
08019,2014,22
08019,2015,36
08019,2016,31
08019,2017,53
08019,2018,31
08019,2019,137
08019,2020,31
08019,2021,107
08019,2022,94
08019,2023,43
08019,2024,17
08021,2022,79
08021,2023,76
08021,2024,31
08023,2005,24
08023,2006,20
08023,2007,19
08023,2008,13
08023,2009,6
08023,2010,24
08023,2011,22
08023,2012,22
08023,2013,27
08023,2014,30
08023,2022,0
08023,2023,0
08023,2024,0
08025,2022,7
08025,2023,34
08025,2024,4
08027,2022,188
08027,2023,112
08027,2024,102
08029,2022,97
08029,2023,67
08029,2024,63
08031,2000,6056
08031,2001,8930
08031,2002,8066
08031,2003,6514
08031,2004,5532
08031,2005,5674
08031,2006,8120
08031,2007,7492
08031,2008,6628
08031,2009,1738
08031,2010,2456
08031,2011,5074
08031,2012,10620
08031,2013,11744
08031,2014,11662
08031,2015,14576
08031,2016,14254
08031,2017,20326
08031,2018,17718
08031,2019,15522
08031,2020,10445
08031,2021,20000
08031,2022,15444
08031,2023,11618
08031,2024,5962
08033,2004,10
08033,2005,12
08033,2006,10
08033,2007,6
08033,2008,2
08033,2009,2
08033,2010,0
08033,2011,0
08033,2012,2
08033,2013,0
08033,2014,2
08033,2022,5
08033,2023,3
08033,2024,10
08035,2000,11495
08035,2001,10561
08035,2002,8989
08035,2003,7370
08035,2004,10183
08035,2005,10968
08035,2006,7877
08035,2007,4220
08035,2008,2818
08035,2009,1611
08035,2010,1722
08035,2011,2542
08035,2012,3770
08035,2013,4884
08035,2014,6348
08035,2015,5580
08035,2016,5573
08035,2017,7121
08035,2018,7600
08035,2019,6114
08035,2020,6801
08035,2021,10529
08035,2022,9115
08035,2023,6960
08035,2024,3550
08037,2022,650
08037,2023,838
08037,2024,180
08039,2004,366
08039,2005,497
08039,2006,444
08039,2007,298
08039,2008,90
08039,2009,56
08039,2010,67
08039,2011,55
08039,2012,88
08039,2013,157
08039,2014,232
08039,2015,298
08039,2016,239
08039,2017,325
08039,2018,402
08039,2019,378
08039,2020,571
08039,2021,825
08039,2022,567
08039,2023,699
08039,2024,626
08041,2004,12971
08041,2005,13564
08041,2006,8848
08041,2007,6168
08041,2008,3782
08041,2009,2666
08041,2010,3434
08041,2011,4444
08041,2012,5948
08041,2013,6984
08041,2014,7066
08041,2015,7160
08041,2016,10068
08041,2017,9712
08041,2018,11170
08041,2019,10783
08041,2020,13638
08041,2021,18372
08041,2022,17366
08041,2023,10165
08041,2024,5561
08043,2022,322
08043,2023,211
08043,2024,166
08045,2022,618
08045,2023,298
08045,2024,281
08047,2004,78
08047,2005,97
08047,2006,114
08047,2007,72
08047,2008,72
08047,2009,32
08047,2010,11
08047,2011,11
08047,2012,22
08047,2013,31
08047,2014,15
08047,2015,32
08047,2016,62
08047,2017,68
08047,2018,82
08047,2019,60
08047,2020,40
08047,2021,28
08047,2022,35
08047,2023,33
08047,2024,22
08049,2004,617
08049,2005,702
08049,2006,1144
08049,2007,629
08049,2008,361
08049,2009,145
08049,2010,175
08049,2011,157
08049,2012,208
08049,2013,265
08049,2014,264
08049,2022,441
08049,2023,325
08049,2024,311
08051,2022,299
08051,2023,213
08051,2024,239
08053,2022,15
08053,2023,13
08053,2024,12
08055,2022,59
08055,2023,64
08055,2024,38
08057,2022,3
08057,2023,4
08057,2024,2
08059,2000,5906
08059,2001,4783
08059,2002,3743
08059,2003,2872
08059,2004,4526
08059,2005,3795
08059,2006,3592
08059,2007,2111
08059,2008,1149
08059,2009,729
08059,2010,1110
08059,2011,1891
08059,2012,2113
08059,2013,2741
08059,2014,4840
08059,2018,3102
08059,2019,3618
08059,2020,4245
08059,2021,4867
08059,2022,3953
08059,2023,2474
08059,2024,1478
08061,2022,6
08061,2023,4
08061,2024,4
08063,2022,9
08063,2023,3
08063,2024,3
08065,2022,64
08065,2023,52
08065,2024,37
08067,2022,599
08067,2023,688
08067,2024,306
08069,2000,4995
08069,2001,4567
08069,2002,4178
08069,2003,4681
08069,2004,5261
08069,2005,5350
08069,2006,4418
08069,2007,2693
08069,2008,2653
08069,2009,809
08069,2010,2287
08069,2011,2317
08069,2012,3696
08069,2013,4754
08069,2014,5155
08069,2015,4744
08069,2016,7027
08069,2017,5747
08069,2018,6165
08069,2019,4972
08069,2020,4866
08069,2021,5760
08069,2022,4298
08069,2023,4844
08069,2024,2437
08071,2022,41
08071,2023,45
08071,2024,31
08073,2022,11
08073,2023,8
08073,2024,6
08075,2022,39
08075,2023,21
08075,2024,12
08077,2000,2414
08077,2001,2506
08077,2002,NA
08077,2003,2673
08077,2004,2717
08077,2005,3010
08077,2006,3146
08077,2007,2732
08077,2008,1584
08077,2009,756
08077,2010,814
08077,2011,718
08077,2012,794
08077,2013,886
08077,2014,1008
08077,2015,758
08077,2016,1124
08077,2017,1524
08077,2018,1536
08077,2019,1405
08077,2020,2008
08077,2021,2468
08077,2022,1960
08077,2023,2396
08077,2024,1284
08079,2022,9
08079,2023,6
08079,2024,5
08081,2022,37
08081,2023,24
08081,2024,20
08083,2022,23
08083,2023,20
08083,2024,16
08085,2022,807
08085,2023,640
08085,2024,376
08087,2022,289
08087,2023,190
08087,2024,248
08089,2022,14
08089,2023,14
08089,2024,6
08091,2022,118
08091,2023,101
08091,2024,121
08093,2004,560
08093,2005,584
08093,2006,648
08093,2007,704
08093,2008,318
08093,2009,212
08093,2010,186
08093,2011,145
08093,2012,141
08093,2013,111
08093,2014,176
08093,2015,246
08093,2016,273
08093,2017,281
08093,2018,366
08093,2019,346
08093,2020,326
08093,2021,415
08093,2022,375
08093,2023,356
08093,2024,201
08095,2022,10
08095,2023,6
08095,2024,2
08097,2022,73
08097,2023,48
08097,2024,235
08099,2022,10
08099,2023,14
08099,2024,8
08101,2000,2196
08101,2001,2780
08101,2002,2606
08101,2003,2564
08101,2004,2440
08101,2005,2358
08101,2006,2608
08101,2007,1354
08101,2008,832
08101,2009,754
08101,2010,468
08101,2011,236
08101,2012,532
08101,2013,316
08101,2014,314
08101,2015,500
08101,2016,512
08101,2017,610
08101,2018,916
08101,2019,976
08101,2020,1021
08101,2021,1375
08101,2022,759
08101,2023,589
08101,2024,386
08103,2022,19
08103,2023,26
08103,2024,11
08105,2022,96
08105,2023,114
08105,2024,68
08107,2000,1054
08107,2001,566
08107,2002,456
08107,2003,642
08107,2004,712
08107,2005,954
08107,2006,854
08107,2007,1119
08107,2008,680
08107,2009,143
08107,2010,53
08107,2011,84
08107,2012,104
08107,2013,121
08107,2014,264
08107,2022,890
08107,2023,526
08107,2024,784
08109,2022,111
08109,2023,74
08109,2024,81
08111,2022,16
08111,2023,4
08111,2024,6
08113,2000,213
08113,2001,210
08113,2002,234
08113,2003,154
08113,2004,211
08113,2005,3
08113,2022,81
08113,2023,112
08113,2024,60
08115,2022,3
08115,2023,4
08115,2024,2
08117,2022,505
08117,2023,639
08117,2024,195
08119,2004,154
08119,2005,399
08119,2006,295
08119,2007,221
08119,2008,139
08119,2009,75
08119,2010,61
08119,2011,78
08119,2012,80
08119,2013,92
08119,2014,274
08119,2015,142
08119,2016,268
08119,2017,220
08119,2018,281
08119,2019,240
08119,2020,191
08119,2021,285
08119,2022,234
08119,2023,378
08119,2024,133
08121,2022,8
08121,2023,10
08121,2024,2
08123,2000,7261
08123,2001,7559
08123,2002,7890
08123,2003,7592
08123,2004,8438
08123,2005,8030
08123,2006,5614
08123,2007,3075
08123,2008,1660
08123,2009,1415
08123,2010,1479
08123,2011,1401
08123,2012,2255
08123,2013,3394
08123,2014,4774
08123,2022,8457
08123,2023,7540
08123,2024,3350
08125,2022,6
08125,2023,12
08125,2024,11
09001,2000,3979
09001,2001,4176
09001,2002,3527
09001,2003,3418
09001,2004,4743
09001,2015,4831
09001,2016,2278
09001,2017,2918
09001,2018,1958
09001,2019,4356
09001,2020,3310
09001,2021,2150
09001,2022,2940
09003,2000,3126
09003,2001,3259
09003,2002,3604
09003,2003,4520
09003,2004,4637
09003,2015,1699
09003,2016,2697
09003,2017,1774
09003,2018,2072
09003,2019,1521
09003,2020,1544
09003,2021,1315
09003,2022,778
09005,2000,1353
09005,2001,1251
09005,2002,1273
09005,2003,1320
09005,2004,1470
09005,2022,261
09007,2000,1497
09007,2001,1251
09007,2002,1290
09007,2003,1363
09007,2004,1621
09007,2015,351
09007,2016,368
09007,2017,474
09007,2018,300
09007,2019,222
09007,2020,370
09007,2021,431
09007,2022,311
09009,2000,3507
09009,2001,3006
09009,2002,3149
09009,2003,3439
09009,2004,4450
09009,2022,1907
09011,2000,1475
09011,2001,1294
09011,2002,1517
09011,2003,1953
09011,2004,2501
09011,2022,673
09013,2000,1283
09013,2001,1089
09013,2002,1302
09013,2003,1217
09013,2004,1166
09013,2015,595
09013,2016,665
09013,2017,477
09013,2018,370
09013,2019,420
09013,2020,382
09013,2021,502
09013,2022,530
09015,2000,703
09015,2001,734
09015,2002,871
09015,2003,905
09015,2004,1089
09015,2022,228
09110,2023,2650
09110,2024,1285
09120,2023,474
09120,2024,406
09130,2023,335
09130,2024,239
09140,2023,532
09140,2024,412
09150,2023,253
09150,2024,201
09160,2023,174
09160,2024,173
09170,2023,1638
09170,2024,671
09180,2023,607
09180,2024,390
09190,2023,2227
09190,2024,950
10001,2000,1624
10001,2001,2040
10001,2002,2864
10001,2003,4173
10001,2004,4128
10001,2005,3686
10001,2006,2866
10001,2007,2121
10001,2008,1521
10001,2009,1407
10001,2010,1231
10001,2011,823
10001,2012,1127
10001,2013,1786
10001,2014,1984
10001,2015,2088
10001,2016,2537
10001,2017,3042
10001,2018,2837
10001,2019,2550
10001,2020,4137
10001,2021,2500
10001,2022,1920
10001,2023,2073
10001,2024,1637
10003,2000,2141
10003,2001,2419
10003,2002,2569
10003,2003,3686
10003,2004,4083
10003,2005,2881
10003,2006,2418
10003,2007,1988
10003,2008,1377
10003,2009,1418
10003,2010,794
10003,2011,1209
10003,2012,1565
10003,2013,1886
10003,2014,1871
10003,2015,2781
10003,2016,2407
10003,2017,2650
10003,2018,2434
10003,2019,2060
10003,2020,2300
10003,2021,2960
10003,2022,1363
10003,2023,1933
10003,2024,941
10005,2000,3084
10005,2001,3860
10005,2002,5402
10005,2003,6464
10005,2004,7024
10005,2005,7529
10005,2006,5510
10005,2007,4694
10005,2008,2685
10005,2009,3110
10005,2010,3108
10005,2011,3158
10005,2012,4008
10005,2013,4948
10005,2014,4576
10005,2015,4894
10005,2016,5596
10005,2017,6356
10005,2018,6360
10005,2019,6934
10005,2020,9046
10005,2021,9610
10005,2022,8340
10005,2023,8268
10005,2024,5978
11001,2000,1848
11001,2001,1792
11001,2002,3182
11001,2003,2854
11001,2004,3190
11001,2005,4588
11001,2006,4013
11001,2007,NA
11001,2008,932
11001,2009,1682
11001,2010,1087
11001,2011,7636
11001,2012,7614
11001,2013,6510
11001,2014,8378
11001,2015,9912
11001,2016,9380
11001,2017,9568
11001,2018,9230
11001,2019,11890
11001,2020,14740
11001,2021,9480
11001,2022,15410
11001,2023,6040
11001,2024,1562
12001,2000,2651
12001,2001,3345
12001,2002,3581
12001,2003,2378
12001,2004,3512
