fips,year,has_kitchen,complete_plumbing,debt_incurred,metro
34039,2017,0.9907601847963041,0.998320033599328,0.7290948950829941,1
34039,2018,0.9903930131004367,0.9978165938864629,0.6824583866837388,1
34039,2019,0.9935724652705785,0.9952311839104292,0.7104630186410102,1
34039,2020,0.9966785896780787,0.9966785896780787,0.7183372183372183,1
34039,2021,0.9935947204968945,0.9951475155279503,0.6757151196730882,1
34039,2022,0.9927725356354146,0.9963862678177073,0.6621150493898896,1
34041,2005,1,0.9979647218453188,0.7794585987261147,1
34041,2006,0.9992877492877493,0.9978632478632479,0.8350340136054422,1
34041,2007,0.9964763918252291,0.9957716701902748,0.7762408462164361,1
34041,2008,0.9993355481727575,1,0.8072669826224329,1
34041,2009,0.9984813971146546,0.9984813971146546,0.7525581395348837,1
34041,2010,0.997212543554007,0.997212543554007,0.7769485903814262,1
34041,2011,0.9978858350951374,0.9985905567300916,0.8154761904761905,1
34041,2012,0.9985085756897838,1,0.7577639751552795,1
34041,2013,0.9977859778597786,0.9970479704797048,0.764265668849392,1
34041,2014,0.9961597542242704,0.9961597542242704,0.7530516431924883,1
34041,2015,0.9947526236881559,1,0.7324602432179607,1
34041,2016,0.9983948635634029,0.9975922953451043,0.7549212598425197,1
34041,2017,0.9984301412872841,0.9984301412872841,0.7153558052434457,1
34041,2018,0.9992520568436799,1,0.7148217636022514,1
34041,2019,0.9958881578947368,0.9991776315789473,0.6726907630522089,1
34041,2020,0.9955898566703418,1,0.6493506493506493,1
34041,2021,1,1,0.5861440291704649,1
34041,2022,0.9976851851851852,0.9976851851851852,0.6542986425339367,1
35001,2005,0.9976917613636364,0.9971590909090909,0.752827140549273,1
35001,2006,0.9943656852053798,0.9938204289349327,0.7478474784747847,1
35001,2007,0.9976669059583633,0.9987437185929648,0.758727881396461,1
35001,2008,0.9965610859728506,0.9971040723981901,0.756555208082752,1
35001,2009,0.9953186892329853,0.996218941303565,0.7328300048709206,1
35001,2010,0.995146503685062,0.9987416861405717,0.7466165413533835,1
35001,2011,0.9920558031389266,0.9937996512303817,0.7157608695652173,1
35013,2005,0.9949717159019484,0.9968573224387178,0.6176727909011374,1
35013,2006,0.9965963240299524,0.9965963240299524,0.6404077849860983,1
35013,2007,0.9980340760157274,0.9986893840104849,0.5799126637554585,1
35013,2008,0.9947054930509597,0.9960291197882197,0.6784741144414169,1
35013,2009,0.991304347826087,0.9987577639751553,0.6510008703220191,1
35013,2010,0.997513983840895,0.9968924798011187,0.5912806539509536,1
35013,2011,0.984149855907781,0.9877521613832853,0.5542168674698795,1
35013,2012,0.9939759036144579,0.9977409638554217,0.5762527233115469,1
35013,2013,0.9934640522875817,0.9912854030501089,0.5865687303252886,1
35013,2014,0.9890196078431372,0.9968627450980392,0.5326460481099656,1
35013,2015,0.9977477477477478,0.9932432432432432,0.530982905982906,1
35013,2016,0.9946969696969697,0.9954545454545455,0.555045871559633,1
35013,2017,0.9984802431610942,0.9946808510638298,0.5442105263157895,1
35013,2018,0.9960505529225908,0.9944707740916272,0.5315729047072331,1
35013,2019,0.9953161592505855,0.9929742388758782,0.546236559139785,1
35013,2020,0.9928507596067918,0.9901697944593387,0.5213270142180095,1
35013,2021,0.9903632320237212,0.9881393624907339,0.5020576131687243,1
35013,2022,0.9907464528069093,0.9913633559531153,0.47901234567901235,1
35043,2012,0.979679802955665,0.9833743842364532,0.5776978417266188,1
35043,2013,0.9738853503184713,0.9745222929936306,0.54724111866969,1
35043,2014,0.9810951760104303,0.9778357235984355,0.48931297709923666,1
35043,2015,0.9849315068493151,0.9863013698630136,0.589527027027027,1
35043,2016,0.9819354838709677,0.967741935483871,0.5157571099154497,1
35043,2017,0.9763157894736842,0.9842105263157894,0.551394422310757,1
35043,2018,0.9103244837758112,0.9286135693215339,0.5300784655623365,1
35043,2019,0.9883792048929664,0.9908256880733946,0.5148936170212766,1
35043,2020,0.9938461538461538,0.9915384615384616,0.5317460317460317,1
35043,2021,0.9907955292570677,0.9875082182774491,0.5493496557000765,1
35043,2022,0.993103448275862,0.986833855799373,0.5861571737563086,1
35045,2005,0.9847826086956522,0.9880434782608696,0.6591511936339522,0
35045,2006,0.9789823008849557,0.9823008849557522,0.6331444759206799,0
35045,2007,0.9481000926784059,0.9481000926784059,0.5215252152521526,0
35045,2008,0.9594594594594594,0.9653716216216216,0.4311064718162839,0
35045,2009,0.9679539852095317,0.9671322925225966,0.46830265848670755,0
35045,2010,0.9376026272577996,0.9400656814449918,0.453305351521511,0
35045,2011,0.9442090395480226,0.9505649717514124,0.378682842287695,0
35049,2012,0.9954415954415955,0.9943019943019943,0.6006074411541382,1
35049,2013,0.9957939011566772,0.9926393270241851,0.5915100904662491,1
35049,2014,0.9941737288135594,0.9941737288135594,0.5508849557522124,1
35049,2015,0.9989445910290238,0.9952506596306069,0.5631542219120725,1
35049,2016,0.9955207166853304,0.9983202687569989,0.5696107784431138,1
35049,2017,0.9977603583426652,0.9994400895856663,0.5478395061728395,1
35049,2018,0.9968186638388123,0.9968186638388123,0.5281445448227936,1
35049,2019,0.9954591321897074,0.9984863773965691,0.5013623978201635,1
35049,2020,0.9987460815047022,0.9987460815047022,0.4900398406374502,1
35049,2021,0.9968404423380727,0.9973670352817272,0.5,1
36001,2005,0.9985228951255539,0.9985228951255539,0.7252412392077197,1
36001,2006,0.9974217311233886,0.9966850828729282,0.7201017811704835,1
36001,2007,0.9974236290025764,0.9985277880014722,0.7347150259067358,1
36001,2008,0.9955207166853304,0.9970138111235536,0.7387012987012987,1
36001,2009,0.9965973534971645,0.9984877126654065,0.7325400931195034,1
36001,2010,0.9968241365621279,0.9984120682810639,0.6868512110726643,1
36001,2011,0.99481658692185,0.9972089314194578,0.6978335233751425,1
36001,2012,0.9968127490039841,1,0.7207977207977208,1
36001,2013,0.9946544482626957,0.995418098510882,0.7143649473100389,1
36001,2014,0.9992226972405752,0.9988340458608628,0.6772255598033862,1
36001,2015,0.9948717948717949,0.9980276134122288,0.6630184331797235,1
36001,2016,0.9917510311211098,0.9973753280839895,0.6988727858293076,1
36001,2017,0.996958174904943,0.9988593155893536,0.6928494041170098,1
36001,2018,0.996219281663516,0.9992438563327032,0.670817541959935,1
36001,2019,0.99490538573508,0.99490538573508,0.6951406649616368,1
36001,2020,0.9971414959504526,0.9990471653168176,0.6221476510067114,1
36001,2021,0.997369409996242,0.9981210071401728,0.6176319835981547,1
36001,2022,0.9964015833033465,0.9978409499820079,0.5704330512692882,1
36005,2005,0.9968438199959275,0.9973528812869069,0.6624179219775975,1
36005,2006,0.9949748743718593,0.9944514237855946,0.6895674300254453,1
36005,2007,0.9965804659115196,0.9959393032699295,0.6500622665006227,1
36005,2008,0.9909682839739551,0.9906532241125814,0.6646489104116223,1
36005,2009,0.9896810506566605,0.9899937460913071,0.6478183437221727,1
36005,2010,0.9912334352701325,0.9920489296636086,0.6755470980019029,1
36005,2011,0.9923958127592336,0.9954572387912305,0.6719203649937785,1
36005,2012,0.996182832534012,0.9972594695115983,0.6960065199674002,1
36005,2013,0.9931827431827431,0.9950142450142451,0.6774328859060402,1
36005,2014,0.9962260499322624,0.9963228178827173,0.6654984423676013,1
36005,2015,0.9935622317596566,0.9948302770191182,0.6723184666420936,1
36005,2016,0.9954587676746827,0.9947362988956548,0.6657733537519143,1
36005,2017,0.9924318869828456,0.9946518668012109,0.6498397435897436,1
36005,2018,0.9909239241280848,0.9940852539261676,0.6083888671109369,1
36005,2019,0.9906672387899592,0.9940999785453766,0.6309701492537313,1
36005,2020,0.9938133473739634,0.9955245491641438,0.6375567895002524,1
36005,2021,0.9923406172561388,0.9944807389051589,0.6218106995884773,1
36005,2022,0.9916696848967765,0.994446456597851,0.5727418065547561,1
36013,2005,0.9906639004149378,0.9979253112033195,0.6075446724023825,1
36013,2006,0.975085490962384,0.9912066438690766,0.6680722891566265,1
36013,2007,0.994982438534872,0.9964877069744105,0.625,1
36013,2008,0.9795238095238096,0.9980952380952381,0.6454652532391049,1
36013,2009,0.9865202196704943,0.9945082376435347,0.6018867924528302,1
36013,2010,0.9895887558563248,1,0.6721527320605661,1
36013,2011,0.9723320158102767,0.9876482213438735,0.594139650872818,1
36013,2012,0.9869989165763814,0.9929577464788732,0.6111111111111112,0
36013,2013,0.990849008642603,0.9933909506863243,0.5636838667537557,0
36013,2014,0.9937238493723849,0.9900627615062761,0.5846666666666667,0
36013,2015,0.9921392476137002,0.9932622122403144,0.5221606648199446,0
36013,2016,0.9877529286474973,0.9968051118210862,0.5773126266036462,0
36013,2017,0.9885297184567258,0.9947862356621481,0.5737491877842755,0
36013,2018,0.9804749340369393,0.9878627968337731,0.552734375,0
36013,2019,0.9937467430953622,0.9973944762897342,0.5878249841471148,0
36013,2020,0.9865138233310856,0.9979770734996628,0.5458440445586975,0
36013,2021,0.9858156028368794,0.9913880445795339,0.5066836409929981,0
