State,Year,Quarter,HPI
KY,2003,1,246.01
KY,2003,2,247.93
KY,2003,3,250.02
KY,2003,4,253.63
KY,2004,1,256.71
KY,2004,2,258.96
KY,2004,3,262.02
KY,2004,4,267.03
KY,2005,1,268.89
KY,2005,2,272.61
KY,2005,3,277.09
KY,2005,4,278.46
KY,2006,1,281.11
KY,2006,2,282.05
KY,2006,3,283.21
KY,2006,4,286.26
KY,2007,1,288.77
KY,2007,2,289.51
KY,2007,3,289.12
KY,2007,4,292.20
KY,2008,1,293.50
KY,2008,2,293.41
KY,2008,3,288.89
KY,2008,4,290.67
KY,2009,1,293.21
KY,2009,2,290.36
KY,2009,3,286.92
KY,2009,4,286.94
KY,2010,1,284.97
KY,2010,2,283.81
KY,2010,3,287.79
KY,2010,4,287.40
KY,2011,1,283.26
KY,2011,2,280.42
KY,2011,3,282.70
KY,2011,4,283.78
KY,2012,1,283.44
KY,2012,2,282.44
KY,2012,3,284.67
KY,2012,4,285.81
KY,2013,1,285.67
KY,2013,2,286.40
KY,2013,3,285.92
KY,2013,4,284.67
KY,2014,1,284.83
KY,2014,2,289.31
KY,2014,3,290.47
KY,2014,4,292.61
KY,2015,1,295.43
KY,2015,2,299.02
KY,2015,3,300.71
KY,2015,4,303.14
KY,2016,1,304.60
KY,2016,2,310.17
KY,2016,3,313.46
KY,2016,4,315.38
KY,2017,1,318.14
KY,2017,2,324.48
KY,2017,3,329.04
KY,2017,4,329.63
KY,2018,1,334.04
KY,2018,2,338.51
KY,2018,3,341.28
KY,2018,4,342.88
KY,2019,1,346.56
KY,2019,2,352.03
KY,2019,3,357.36
KY,2019,4,359.59
KY,2020,1,363.81
KY,2020,2,367.80
KY,2020,3,374.31
KY,2020,4,381.83
KY,2021,1,389.03
KY,2021,2,406.66
KY,2021,3,427.18
KY,2021,4,441.03
KY,2022,1,452.75
KY,2022,2,479.55
KY,2022,3,488.51
KY,2022,4,492.49
KY,2023,1,498.08
KY,2023,2,515.16
KY,2023,3,519.27
KY,2023,4,524.25
KY,2024,1,529.69
KY,2024,2,547.48
LA,1975,1,51.72
LA,1975,2,55.10
LA,1975,3,52.46
LA,1975,4,55.63
LA,1976,1,58.75
LA,1976,2,58.83
LA,1976,3,58.16
LA,1976,4,61.70
LA,1977,1,62.91
LA,1977,2,65.16
LA,1977,3,62.72
LA,1977,4,68.47
LA,1978,1,73.02
LA,1978,2,73.55
LA,1978,3,77.71
LA,1978,4,81.85
LA,1979,1,87.97
LA,1979,2,92.00
LA,1979,3,95.84
LA,1979,4,97.50
LA,1980,1,100.00
LA,1980,2,99.39
LA,1980,3,100.97
LA,1980,4,102.65
LA,1981,1,106.62
LA,1981,2,108.46
LA,1981,3,111.22
LA,1981,4,113.04
LA,1982,1,110.10
LA,1982,2,114.56
LA,1982,3,115.27
LA,1982,4,115.05
LA,1983,1,116.12
LA,1983,2,116.99
LA,1983,3,115.70
LA,1983,4,116.49
LA,1984,1,116.60
LA,1984,2,117.21
LA,1984,3,115.91
LA,1984,4,114.60
LA,1985,1,111.60
LA,1985,2,113.20
LA,1985,3,113.24
LA,1985,4,110.76
LA,1986,1,113.73
LA,1986,2,114.41
LA,1986,3,111.79
LA,1986,4,110.70
LA,1987,1,110.77
LA,1987,2,110.33
LA,1987,3,104.92
LA,1987,4,104.82
LA,1988,1,102.00
LA,1988,2,102.45
LA,1988,3,101.14
LA,1988,4,99.76
LA,1989,1,100.55
LA,1989,2,100.58
LA,1989,3,102.38
LA,1989,4,102.25
LA,1990,1,101.66
LA,1990,2,102.56
LA,1990,3,103.09
LA,1990,4,103.60
LA,1991,1,103.04
LA,1991,2,105.36
LA,1991,3,106.35
LA,1991,4,108.07
LA,1992,1,109.36
LA,1992,2,110.44
LA,1992,3,111.89
LA,1992,4,112.99
LA,1993,1,113.82
LA,1993,2,115.85
LA,1993,3,117.90
LA,1993,4,119.48
LA,1994,1,121.58
LA,1994,2,124.33
LA,1994,3,125.52
LA,1994,4,125.42
LA,1995,1,126.91
LA,1995,2,129.52
LA,1995,3,131.50
LA,1995,4,132.85
LA,1996,1,134.78
LA,1996,2,136.44
LA,1996,3,137.28
LA,1996,4,139.33
LA,1997,1,140.69
LA,1997,2,141.63
LA,1997,3,143.63
LA,1997,4,145.94
LA,1998,1,147.93
LA,1998,2,149.27
LA,1998,3,151.77
LA,1998,4,153.20
LA,1999,1,154.59
LA,1999,2,156.18
LA,1999,3,157.31
LA,1999,4,157.76
LA,2000,1,160.13
LA,2000,2,160.74
LA,2000,3,162.64
LA,2000,4,164.04
LA,2001,1,168.28
LA,2001,2,169.99
LA,2001,3,171.58
LA,2001,4,173.20
LA,2002,1,174.19
LA,2002,2,175.56
LA,2002,3,178.63
LA,2002,4,181.26
LA,2003,1,183.24
LA,2003,2,185.12
LA,2003,3,186.83
LA,2003,4,189.93
LA,2004,1,192.07
LA,2004,2,195.01
LA,2004,3,198.29
LA,2004,4,201.00
LA,2005,1,203.20
LA,2005,2,207.43
LA,2005,3,211.38
LA,2005,4,218.53
LA,2006,1,225.16
LA,2006,2,230.99
LA,2006,3,235.83
LA,2006,4,239.71
LA,2007,1,242.27
LA,2007,2,244.66
LA,2007,3,245.87
LA,2007,4,246.82
LA,2008,1,247.42
LA,2008,2,247.04
LA,2008,3,244.00
LA,2008,4,244.72
LA,2009,1,247.97
LA,2009,2,246.16
LA,2009,3,242.74
LA,2009,4,243.12
LA,2010,1,240.99
LA,2010,2,239.72
LA,2010,3,242.68
LA,2010,4,242.21
LA,2011,1,238.54
LA,2011,2,237.54
LA,2011,3,237.77
LA,2011,4,240.80
LA,2012,1,239.55
LA,2012,2,240.13
LA,2012,3,243.70
LA,2012,4,243.66
LA,2013,1,243.26
LA,2013,2,244.73
LA,2013,3,246.31
LA,2013,4,245.98
LA,2014,1,246.80
LA,2014,2,249.41
LA,2014,3,253.03
LA,2014,4,253.55
LA,2015,1,257.04
LA,2015,2,259.29
LA,2015,3,262.15
LA,2015,4,262.16
LA,2016,1,265.04
LA,2016,2,268.45
LA,2016,3,270.97
LA,2016,4,272.44
LA,2017,1,270.96
LA,2017,2,274.36
LA,2017,3,278.00
LA,2017,4,279.00
LA,2018,1,278.99
LA,2018,2,279.82
LA,2018,3,281.22
LA,2018,4,281.62
LA,2019,1,284.62
LA,2019,2,287.36
LA,2019,3,289.36
LA,2019,4,291.74
LA,2020,1,294.67
LA,2020,2,297.39
LA,2020,3,299.67
LA,2020,4,303.42
LA,2021,1,307.07
LA,2021,2,315.53
LA,2021,3,326.21
LA,2021,4,333.52
LA,2022,1,342.10
LA,2022,2,358.34
LA,2022,3,359.72
LA,2022,4,358.74
LA,2023,1,358.26
LA,2023,2,361.60
LA,2023,3,359.88
LA,2023,4,361.67
LA,2024,1,363.72
LA,2024,2,366.91
MA,1975,1,67.62
MA,1975,2,66.34
MA,1975,3,67.03
MA,1975,4,70.33
MA,1976,1,67.40
MA,1976,2,69.06
MA,1976,3,68.83
MA,1976,4,70.01
MA,1977,1,72.61
MA,1977,2,70.21
MA,1977,3,73.78
MA,1977,4,73.34
MA,1978,1,78.44
MA,1978,2,79.82
MA,1978,3,84.63
MA,1978,4,87.17
MA,1979,1,90.77
MA,1979,2,94.01
MA,1979,3,97.20
MA,1979,4,98.01
MA,1980,1,100.00
MA,1980,2,103.97
MA,1980,3,108.44
MA,1980,4,108.62
MA,1981,1,112.64
MA,1981,2,118.71
MA,1981,3,121.52
MA,1981,4,121.42
MA,1982,1,123.56
MA,1982,2,124.55
MA,1982,3,126.47
MA,1982,4,127.96
MA,1983,1,130.12
MA,1983,2,135.95
MA,1983,3,142.84
MA,1983,4,148.20
MA,1984,1,156.30
MA,1984,2,164.56
MA,1984,3,174.45
MA,1984,4,180.57
MA,1985,1,190.24
MA,1985,2,204.65
MA,1985,3,217.62
MA,1985,4,231.96
MA,1986,1,241.33
MA,1986,2,253.34
MA,1986,3,265.67
MA,1986,4,278.35
MA,1987,1,287.88
MA,1987,2,295.12
MA,1987,3,303.83
MA,1987,4,306.25
MA,1988,1,309.79
MA,1988,2,314.97
MA,1988,3,313.83
MA,1988,4,316.14
MA,1989,1,313.43
MA,1989,2,311.37
MA,1989,3,316.09
MA,1989,4,316.80
MA,1990,1,312.78
MA,1990,2,303.74
MA,1990,3,298.65
MA,1990,4,291.50
MA,1991,1,288.49
MA,1991,2,285.58
MA,1991,3,282.29
MA,1991,4,284.98
MA,1992,1,284.08
MA,1992,2,280.60
MA,1992,3,282.15
MA,1992,4,282.82
MA,1993,1,280.90
MA,1993,2,282.65
MA,1993,3,283.63
MA,1993,4,285.36
MA,1994,1,285.53
MA,1994,2,282.66
MA,1994,3,282.40
MA,1994,4,279.96
MA,1995,1,281.73
MA,1995,2,286.98
MA,1995,3,291.68
MA,1995,4,293.29
MA,1996,1,296.89
MA,1996,2,297.32
MA,1996,3,298.64
MA,1996,4,302.52
MA,1997,1,305.18
MA,1997,2,309.71
MA,1997,3,314.20
MA,1997,4,318.95
MA,1998,1,323.31
MA,1998,2,330.07
MA,1998,3,338.34
MA,1998,4,343.31
MA,1999,1,350.24
MA,1999,2,361.70
MA,1999,3,376.67
MA,1999,4,385.52
MA,2000,1,401.84
MA,2000,2,414.80
MA,2000,3,430.00
MA,2000,4,440.38
MA,2001,1,452.21
MA,2001,2,465.95
MA,2001,3,481.50
MA,2001,4,491.34
MA,2002,1,505.62
MA,2002,2,524.21
MA,2002,3,539.58
MA,2002,4,551.79
MA,2003,1,562.70
MA,2003,2,571.82
MA,2003,3,582.57
MA,2003,4,607.50
MA,2004,1,617.74
MA,2004,2,632.26
MA,2004,3,662.74
MA,2004,4,673.79
MA,2005,1,688.32
MA,2005,2,704.62
MA,2005,3,715.75
MA,2005,4,720.71
MA,2006,1,721.39
MA,2006,2,712.57
MA,2006,3,707.21
MA,2006,4,709.19
MA,2007,1,703.79
MA,2007,2,693.77
MA,2007,3,680.12
MA,2007,4,680.20
MA,2008,1,676.70
MA,2008,2,655.24
MA,2008,3,638.88
MA,2008,4,639.67
MA,2009,1,639.98
MA,2009,2,624.17
MA,2009,3,613.53
MA,2009,4,614.54
MA,2010,1,610.86
MA,2010,2,609.08
MA,2010,3,612.63
MA,2010,4,612.38
MA,2011,1,603.50
MA,2011,2,596.55
MA,2011,3,599.73
MA,2011,4,600.48
MA,2012,1,596.66
MA,2012,2,594.94
MA,2012,3,598.94
MA,2012,4,601.85
MA,2013,1,603.62
MA,2013,2,608.77
MA,2013,3,615.68
MA,2013,4,618.70
MA,2014,1,622.69
MA,2014,2,636.50
MA,2014,3,643.67
MA,2014,4,648.03
MA,2015,1,653.71
MA,2015,2,661.54
MA,2015,3,672.34
MA,2015,4,676.25
MA,2016,1,683.49
MA,2016,2,693.09
MA,2016,3,705.44
MA,2016,4,711.91
MA,2017,1,715.47
MA,2017,2,734.18
MA,2017,3,744.55
MA,2017,4,750.50
MA,2018,1,758.99
MA,2018,2,773.34
MA,2018,3,782.94
MA,2018,4,783.83
MA,2019,1,793.18
MA,2019,2,805.02
MA,2019,3,814.35
MA,2019,4,821.86
MA,2020,1,830.45
MA,2020,2,838.98
MA,2020,3,853.82
MA,2020,4,870.95
MA,2021,1,890.03
MA,2021,2,937.69
MA,2021,3,986.74
MA,2021,4,1009.21
MA,2022,1,1034.96
MA,2022,2,1101.73
MA,2022,3,1110.58
MA,2022,4,1100.18
MA,2023,1,1113.74
MA,2023,2,1151.31
MA,2023,3,1181.05
MA,2023,4,1187.98
MA,2024,1,1201.20
MA,2024,2,1243.92
MD,1975,1,61.79
MD,1975,2,62.44
MD,1975,3,65.07
MD,1975,4,67.00
MD,1976,1,67.30
MD,1976,2,69.83
MD,1976,3,70.58
MD,1976,4,71.68
MD,1977,1,72.19
MD,1977,2,73.50
MD,1977,3,76.71
MD,1977,4,77.05
MD,1978,1,82.02
MD,1978,2,83.32
MD,1978,3,85.89
MD,1978,4,88.25
MD,1979,1,91.16
MD,1979,2,94.78
MD,1979,3,96.90
MD,1979,4,98.30
MD,1980,1,100.00
MD,1980,2,103.18
MD,1980,3,104.94
MD,1980,4,107.53
MD,1981,1,110.55
MD,1981,2,112.83
MD,1981,3,111.46
MD,1981,4,114.39
MD,1982,1,106.81
MD,1982,2,108.30
MD,1982,3,106.42
MD,1982,4,110.97
MD,1983,1,113.43
MD,1983,2,115.57
MD,1983,3,116.74
MD,1983,4,118.08
MD,1984,1,118.74
MD,1984,2,122.79
MD,1984,3,124.23
MD,1984,4,124.73
MD,1985,1,126.75
MD,1985,2,128.62
MD,1985,3,130.92
MD,1985,4,131.31
MD,1986,1,133.83
MD,1986,2,137.61
MD,1986,3,141.10
MD,1986,4,144.80
MD,1987,1,148.95
MD,1987,2,153.11
MD,1987,3,159.72
MD,1987,4,162.53
MD,1988,1,167.99
MD,1988,2,173.88
MD,1988,3,179.53
MD,1988,4,183.75
MD,1989,1,188.36
MD,1989,2,193.10
MD,1989,3,196.62
MD,1989,4,199.85
MD,1990,1,202.22
MD,1990,2,202.89
MD,1990,3,203.88
MD,1990,4,202.71
MD,1991,1,204.10
MD,1991,2,206.24
MD,1991,3,205.67
MD,1991,4,209.68
MD,1992,1,210.46
MD,1992,2,209.10
MD,1992,3,211.06
MD,1992,4,211.75
MD,1993,1,211.17
MD,1993,2,211.85
MD,1993,3,212.54
MD,1993,4,213.39
MD,1994,1,213.80
MD,1994,2,211.72
MD,1994,3,209.75
MD,1994,4,207.92
MD,1995,1,208.03
MD,1995,2,210.74
MD,1995,3,213.25
MD,1995,4,214.79
MD,1996,1,217.36
MD,1996,2,214.95
MD,1996,3,213.19
MD,1996,4,215.76
MD,1997,1,216.53
MD,1997,2,215.49
MD,1997,3,217.32
MD,1997,4,219.82
MD,1998,1,222.59
MD,1998,2,222.37
MD,1998,3,223.69
MD,1998,4,225.88
MD,1999,1,228.35
MD,1999,2,229.25
MD,1999,3,231.26
MD,1999,4,233.85
MD,2000,1,238.30
MD,2000,2,240.86
MD,2000,3,245.29
MD,2000,4,249.09
MD,2001,1,254.84
MD,2001,2,259.83
MD,2001,3,266.72
MD,2001,4,271.03
MD,2002,1,277.79
MD,2002,2,286.93
MD,2002,3,295.85
MD,2002,4,301.90
MD,2003,1,307.68
MD,2003,2,314.34
MD,2003,3,323.91
MD,2003,4,341.41
MD,2004,1,350.92
MD,2004,2,367.36
MD,2004,3,394.35
MD,2004,4,407.95
MD,2005,1,426.13
MD,2005,2,451.97
MD,2005,3,475.41
MD,2005,4,494.58
MD,2006,1,508.22
MD,2006,2,518.63
MD,2006,3,525.71
MD,2006,4,532.59
MD,2007,1,534.36
MD,2007,2,535.28
MD,2007,3,527.63
MD,2007,4,524.72
MD,2008,1,516.71
MD,2008,2,498.83
MD,2008,3,478.57
MD,2008,4,471.41
MD,2009,1,466.70
MD,2009,2,448.55
MD,2009,3,437.48
MD,2009,4,429.86
MD,2010,1,426.58
MD,2010,2,421.33
MD,2010,3,426.70
MD,2010,4,422.61
MD,2011,1,409.81
MD,2011,2,401.68
MD,2011,3,407.73
MD,2011,4,409.65
MD,2012,1,403.75
MD,2012,2,399.87
MD,2012,3,405.26
MD,2012,4,406.77
MD,2013,1,406.77
MD,2013,2,410.49
MD,2013,3,412.03
MD,2013,4,412.84
MD,2014,1,413.93
MD,2014,2,420.62
MD,2014,3,423.37
MD,2014,4,427.07
MD,2015,1,429.64
MD,2015,2,432.59
MD,2015,3,432.40
MD,2015,4,433.54
MD,2016,1,437.33
MD,2016,2,442.06
MD,2016,3,447.73
MD,2016,4,449.33
MD,2017,1,446.99
MD,2017,2,455.29
MD,2017,3,458.78
MD,2017,4,461.61
MD,2018,1,464.28
MD,2018,2,468.48
MD,2018,3,469.19
MD,2018,4,467.23
MD,2019,1,471.95
MD,2019,2,479.94
MD,2019,3,484.94
MD,2019,4,486.62
MD,2020,1,491.95
MD,2020,2,496.50
MD,2020,3,502.83
MD,2020,4,512.15
MD,2021,1,523.80
MD,2021,2,548.27
MD,2021,3,570.27
MD,2021,4,582.83
MD,2022,1,599.07
MD,2022,2,627.13
MD,2022,3,628.78
MD,2022,4,626.71
MD,2023,1,631.39
MD,2023,2,655.38
MD,2023,3,664.62
MD,2023,4,660.16
MD,2024,1,674.68
MD,2024,2,689.46
ME,1975,1,60.53
ME,1975,2,88.27
ME,1975,3,68.35
ME,1975,4,71.61
ME,1976,1,55.75
ME,1976,2,71.17
ME,1976,3,83.51
ME,1976,4,70.53
ME,1977,1,74.53
ME,1977,2,79.67
ME,1977,3,82.64
ME,1977,4,87.31
ME,1978,1,82.57
ME,1978,2,91.79
ME,1978,3,90.38
ME,1978,4,94.43
ME,1979,1,104.82
ME,1979,2,102.82
ME,1979,3,98.18
ME,1979,4,105.38
ME,1980,1,100.00
ME,1980,2,104.38
ME,1980,3,110.11
ME,1980,4,105.67
ME,1981,1,119.21
ME,1981,2,113.71
ME,1981,3,108.73
ME,1981,4,117.44
ME,1982,1,105.16
ME,1982,2,114.26
ME,1982,3,109.79
ME,1982,4,113.09
ME,1983,1,114.17
ME,1983,2,119.68
ME,1983,3,125.43
ME,1983,4,131.08
ME,1984,1,132.40
ME,1984,2,138.72
ME,1984,3,142.46
ME,1984,4,140.17
ME,1985,1,145.76
ME,1985,2,150.38
ME,1985,3,156.29
ME,1985,4,164.39
ME,1986,1,167.24
ME,1986,2,173.24
ME,1986,3,180.65
ME,1986,4,188.64
ME,1987,1,196.07
ME,1987,2,203.95
ME,1987,3,214.13
ME,1987,4,221.88
ME,1988,1,227.68
ME,1988,2,229.41
ME,1988,3,236.49
ME,1988,4,237.55
ME,1989,1,238.81
ME,1989,2,241.76
ME,1989,3,244.26
ME,1989,4,246.42
ME,1990,1,243.37
ME,1990,2,238.85
ME,1990,3,234.63
ME,1990,4,236.85
ME,1991,1,230.47
ME,1991,2,233.70
ME,1991,3,229.82
ME,1991,4,232.30
ME,1992,1,233.70
ME,1992,2,228.90
ME,1992,3,229.91
ME,1992,4,231.41
ME,1993,1,228.17
ME,1993,2,231.15
ME,1993,3,229.39
ME,1993,4,231.58
ME,1994,1,231.40
ME,1994,2,225.53
ME,1994,3,224.03
ME,1994,4,220.42
ME,1995,1,222.49
ME,1995,2,225.79
ME,1995,3,230.11
ME,1995,4,230.30
ME,1996,1,235.62
ME,1996,2,232.68
ME,1996,3,232.11
ME,1996,4,235.83
ME,1997,1,234.54
ME,1997,2,236.66
ME,1997,3,240.06
ME,1997,4,243.60
ME,1998,1,246.95
ME,1998,2,248.83
ME,1998,3,251.88
ME,1998,4,255.59
ME,1999,1,258.16
ME,1999,2,263.70
ME,1999,3,269.36
ME,1999,4,271.76
ME,2000,1,277.58
ME,2000,2,285.28
ME,2000,3,291.76
ME,2000,4,297.52
ME,2001,1,306.07
ME,2001,2,311.83
ME,2001,3,321.22
ME,2001,4,326.21
ME,2002,1,333.41
ME,2002,2,343.80
ME,2002,3,353.60
ME,2002,4,360.10
ME,2003,1,366.82
ME,2003,2,372.07
ME,2003,3,382.81
ME,2003,4,397.14
ME,2004,1,406.21
ME,2004,2,417.87
ME,2004,3,437.88
ME,2004,4,447.11
ME,2005,1,460.14
ME,2005,2,470.40
ME,2005,3,482.66
ME,2005,4,490.29
ME,2006,1,494.61
ME,2006,2,492.05
ME,2006,3,495.13
ME,2006,4,502.72
ME,2007,1,505.99
ME,2007,2,502.56
ME,2007,3,499.49
ME,2007,4,505.66
ME,2008,1,507.89
ME,2008,2,499.58
ME,2008,3,487.81
ME,2008,4,484.71
ME,2009,1,489.15
ME,2009,2,478.19
ME,2009,3,467.47
ME,2009,4,462.11
ME,2010,1,459.25
ME,2010,2,453.55
ME,2010,3,458.74
ME,2010,4,459.90
ME,2011,1,452.48
ME,2011,2,444.70
ME,2011,3,448.44
ME,2011,4,451.34
ME,2012,1,446.33
ME,2012,2,441.58
ME,2012,3,442.89
ME,2012,4,443.56
ME,2013,1,446.56
ME,2013,2,448.34
ME,2013,3,445.43
ME,2013,4,443.60
ME,2014,1,445.43
ME,2014,2,449.39
ME,2014,3,456.90
ME,2014,4,455.04
ME,2015,1,461.01
ME,2015,2,464.12
ME,2015,3,466.27
ME,2015,4,469.26
ME,2016,1,473.29
ME,2016,2,477.50
ME,2016,3,487.86
ME,2016,4,492.02
ME,2017,1,496.10
ME,2017,2,499.97
ME,2017,3,509.70
ME,2017,4,515.48
ME,2018,1,521.33
ME,2018,2,530.09
ME,2018,3,537.49
ME,2018,4,539.70
ME,2019,1,544.79
ME,2019,2,557.36
ME,2019,3,564.86
ME,2019,4,572.31
ME,2020,1,577.63
ME,2020,2,586.48
ME,2020,3,599.70
ME,2020,4,621.81
ME,2021,1,640.16
ME,2021,2,680.42
ME,2021,3,728.38
ME,2021,4,750.87
ME,2022,1,777.48
ME,2022,2,834.65
ME,2022,3,853.05
ME,2022,4,854.73
ME,2023,1,871.09
ME,2023,2,917.87
ME,2023,3,948.20
ME,2023,4,932.46
ME,2024,1,947.64
ME,2024,2,983.82
MI,1975,1,60.31
MI,1975,2,62.55
MI,1975,3,63.39
MI,1975,4,62.38
MI,1976,1,62.88
MI,1976,2,64.13
MI,1976,3,64.32
MI,1976,4,65.66
MI,1977,1,67.47
MI,1977,2,68.17
MI,1977,3,71.31
MI,1977,4,72.66
MI,1978,1,75.59
MI,1978,2,79.55
MI,1978,3,83.00
MI,1978,4,86.74
MI,1979,1,91.36
MI,1979,2,96.11
MI,1979,3,99.06
MI,1979,4,99.48
MI,1980,1,100.00
MI,1980,2,101.90
MI,1980,3,102.80
MI,1980,4,101.76
MI,1981,1,103.20
MI,1981,2,103.42
MI,1981,3,106.34
MI,1981,4,105.51
MI,1982,1,104.59
MI,1982,2,99.59
MI,1982,3,94.48
MI,1982,4,87.67
MI,1983,1,96.64
MI,1983,2,97.08
MI,1983,3,97.27
MI,1983,4,95.13
MI,1984,1,97.53
MI,1984,2,97.14
MI,1984,3,97.22
MI,1984,4,97.42
MI,1985,1,99.65
MI,1985,2,100.74
MI,1985,3,102.65
MI,1985,4,103.75
MI,1986,1,105.38
MI,1986,2,108.74
MI,1986,3,112.02
MI,1986,4,114.50
MI,1987,1,117.46
MI,1987,2,121.41
MI,1987,3,124.01
MI,1987,4,126.03
MI,1988,1,127.84
MI,1988,2,131.08
MI,1988,3,133.22
MI,1988,4,134.39
MI,1989,1,136.43
MI,1989,2,139.27
MI,1989,3,142.57
MI,1989,4,143.14
MI,1990,1,145.28
MI,1990,2,147.57
MI,1990,3,148.49
MI,1990,4,148.86
MI,1991,1,150.62
MI,1991,2,152.67
MI,1991,3,153.87
MI,1991,4,155.76
MI,1992,1,157.02
MI,1992,2,158.04
MI,1992,3,159.22
MI,1992,4,160.44
MI,1993,1,161.06
MI,1993,2,162.30
MI,1993,3,163.73
MI,1993,4,165.13
MI,1994,1,166.98
MI,1994,2,169.78
MI,1994,3,173.09
MI,1994,4,175.24
MI,1995,1,178.39
MI,1995,2,181.87
MI,1995,3,185.16
MI,1995,4,188.27
MI,1996,1,190.96
MI,1996,2,196.26
MI,1996,3,200.76
MI,1996,4,203.45
MI,1997,1,206.91
MI,1997,2,211.39
MI,1997,3,215.06
MI,1997,4,218.11
MI,1998,1,220.58
MI,1998,2,224.77
MI,1998,3,228.50
MI,1998,4,230.62
MI,1999,1,234.30
MI,1999,2,239.39
MI,1999,3,244.19
MI,1999,4,247.20
MI,2000,1,252.85
MI,2000,2,256.40
MI,2000,3,260.94
MI,2000,4,264.69
MI,2001,1,268.85
MI,2001,2,272.33
MI,2001,3,275.94
MI,2001,4,278.21
MI,2002,1,281.66
MI,2002,2,284.78
MI,2002,3,287.40
MI,2002,4,289.23
MI,2003,1,291.42
MI,2003,2,293.68
MI,2003,3,296.28
MI,2003,4,300.60
MI,2004,1,302.60
MI,2004,2,304.69
MI,2004,3,308.87
MI,2004,4,312.26
MI,2005,1,314.90
MI,2005,2,316.64
MI,2005,3,319.23
MI,2005,4,318.45
MI,2006,1,317.16
MI,2006,2,311.92
MI,2006,3,309.54
MI,2006,4,311.11
MI,2007,1,308.60
MI,2007,2,302.91
MI,2007,3,293.30
MI,2007,4,292.07
MI,2008,1,291.28
MI,2008,2,279.33
MI,2008,3,267.95
MI,2008,4,265.16
MI,2009,1,270.73
MI,2009,2,260.18
MI,2009,3,248.40
MI,2009,4,244.08
MI,2010,1,239.33
MI,2010,2,235.49
MI,2010,3,239.56
MI,2010,4,238.98
MI,2011,1,229.25
MI,2011,2,225.42
MI,2011,3,230.01
MI,2011,4,231.79
MI,2012,1,227.26
MI,2012,2,226.16
MI,2012,3,230.68
MI,2012,4,233.88
MI,2013,1,236.42
MI,2013,2,241.39
MI,2013,3,246.89
MI,2013,4,248.84
MI,2014,1,251.18
MI,2014,2,258.69
MI,2014,3,264.53
MI,2014,4,266.68
MI,2015,1,267.93
MI,2015,2,273.66
MI,2015,3,278.35
MI,2015,4,279.57
MI,2016,1,281.86
MI,2016,2,287.93
MI,2016,3,293.51
MI,2016,4,295.58
MI,2017,1,299.24
MI,2017,2,307.44
MI,2017,3,313.40
MI,2017,4,315.21
MI,2018,1,319.25
MI,2018,2,327.06
MI,2018,3,332.25
MI,2018,4,332.97
MI,2019,1,337.37
MI,2019,2,344.23
MI,2019,3,348.45
MI,2019,4,350.91
MI,2020,1,354.24
MI,2020,2,358.00
MI,2020,3,365.87
MI,2020,4,373.47
MI,2021,1,381.38
MI,2021,2,402.68
MI,2021,3,423.54
MI,2021,4,432.73
MI,2022,1,444.55
MI,2022,2,472.60
MI,2022,3,478.26
MI,2022,4,473.04
MI,2023,1,475.74
MI,2023,2,499.91
MI,2023,3,510.29
MI,2023,4,511.02
MI,2024,1,514.49
MI,2024,2,538.30
MN,1975,1,56.04
MN,1975,2,56.11
MN,1975,3,58.18
MN,1975,4,60.10
MN,1976,1,63.04
MN,1976,2,62.53
MN,1976,3,63.18
MN,1976,4,64.65
MN,1977,1,66.85
MN,1977,2,68.99
MN,1977,3,73.20
MN,1977,4,75.10
MN,1978,1,76.55
MN,1978,2,82.26
MN,1978,3,85.66
MN,1978,4,87.79
MN,1979,1,91.50
MN,1979,2,94.68
MN,1979,3,97.56
MN,1979,4,99.34
MN,1980,1,100.00
MN,1980,2,102.72
MN,1980,3,106.87
MN,1980,4,104.93
MN,1981,1,100.81
MN,1981,2,100.16
MN,1981,3,103.69
MN,1981,4,106.80
MN,1982,1,89.47
MN,1982,2,91.80
MN,1982,3,98.74
MN,1982,4,106.04
MN,1983,1,109.83
MN,1983,2,111.66
MN,1983,3,111.53
MN,1983,4,109.32
MN,1984,1,113.54
MN,1984,2,113.62
MN,1984,3,115.55
MN,1984,4,115.71
MN,1985,1,116.79
MN,1985,2,118.25
MN,1985,3,115.41
MN,1985,4,119.89
MN,1986,1,121.30
MN,1986,2,120.41
MN,1986,3,124.04
MN,1986,4,123.89
MN,1987,1,126.81
MN,1987,2,129.05
MN,1987,3,130.42
MN,1987,4,129.53
MN,1988,1,131.77
MN,1988,2,133.61
MN,1988,3,133.59
MN,1988,4,134.41
MN,1989,1,134.84
MN,1989,2,136.66
MN,1989,3,138.66
MN,1989,4,139.42
MN,1990,1,139.48
MN,1990,2,139.46
MN,1990,3,140.27
MN,1990,4,140.21
MN,1991,1,142.23
MN,1991,2,143.32
MN,1991,3,143.69
MN,1991,4,146.20
MN,1992,1,146.92
MN,1992,2,147.75
MN,1992,3,149.45
MN,1992,4,150.42
MN,1993,1,151.73
MN,1993,2,153.19
MN,1993,3,155.14
MN,1993,4,156.78
MN,1994,1,157.71
MN,1994,2,160.52
MN,1994,3,161.83
MN,1994,4,162.32
MN,1995,1,163.93
MN,1995,2,167.02
MN,1995,3,170.04
MN,1995,4,172.15
MN,1996,1,174.51
MN,1996,2,175.72
MN,1996,3,177.41
MN,1996,4,179.41
